model,sample,expected,got,exact,valid_format,vendor_ok,ms,source
moonshotai/kimi-k2.5,woolworths-01-jun-25,woolworths-01-jun-25,prezzee---,0,0,0,1147,gateway
moonshotai/kimi-k2.5,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-03-aug-26,1,1,1,11355,gateway
moonshotai/kimi-k3-fast,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,1366,gateway
moonshotai/kimi-k3-fast,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,1464,gateway
moonshotai/kimi-k3-fast,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,1515,gateway
moonshotai/kimi-k3-fast,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,3089,gateway
moonshotai/kimi-k3-fast,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,2242,gateway
moonshotai/kimi-k3-fast,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,1494,gateway
moonshotai/kimi-k3-fast,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,1515,gateway
moonshotai/kimi-k3-fast,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-18-jun-26,0,1,0,2114,gateway
moonshotai/kimi-k3-fast,woolworths-01-jun-25,woolworths-01-jun-25,woolworths---,0,0,0,2197,gateway
moonshotai/kimi-k3-fast,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-03-aug-26,1,1,1,1423,gateway
moonshotai/kimi-k2,github-21-jul-26,github-21-jul-26,---,0,0,0,293,gateway
moonshotai/kimi-k2,google-30-jun-26,google-30-jun-26,---,0,0,0,284,gateway
moonshotai/kimi-k2,huggingface-01-aug-26,huggingface-01-aug-26,---,0,0,0,284,gateway
moonshotai/kimi-k2,inngest-01-sep-26,inngest-01-sep-26,---,0,0,0,285,gateway
moonshotai/kimi-k2,linear-27-aug-26,linear-27-aug-26,---,0,0,0,295,gateway
moonshotai/kimi-k2,neon-01-sep-26,neon-01-sep-26,---,0,0,0,298,gateway
moonshotai/kimi-k2,vercel-04-aug-26,vercel-04-aug-26,---,0,0,0,465,gateway
moonshotai/kimi-k2,uber-eats-18-jun-26,uber-eats-18-jun-26,---,0,0,0,280,gateway
moonshotai/kimi-k2,woolworths-01-jun-25,woolworths-01-jun-25,---,0,0,0,295,gateway
moonshotai/kimi-k2,comfort-suites-03-aug-26,comfort-suites-03-aug-26,---,0,0,0,289,gateway
alibaba/qwen3.7-flash,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,8889,gateway
alibaba/qwen3.7-flash,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,11581,gateway
alibaba/qwen3.7-flash,huggingface-01-aug-26,huggingface-01-aug-26,hugging-face-01-aug-26,0,1,0,7982,gateway
alibaba/qwen3.7-flash,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,6333,gateway
alibaba/qwen3.7-flash,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,7915,gateway
alibaba/qwen3.7-flash,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,9114,gateway
alibaba/qwen3.7-flash,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,6021,gateway
alibaba/qwen3.7-flash,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-18-jun-26,0,1,0,12438,gateway
alibaba/qwen3.7-flash,woolworths-01-jun-25,woolworths-01-jun-25,prezzee-01-jan-00,0,1,0,22302,gateway
alibaba/qwen3.7-flash,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-18-jun-26,0,1,1,18495,gateway
alibaba/qwen3.8-flash,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,2894,gateway
alibaba/qwen3.8-flash,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,29638,gateway
alibaba/qwen3.8-flash,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,3986,gateway
alibaba/qwen3.8-flash,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,1951,gateway
alibaba/qwen3.8-flash,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,4570,gateway
alibaba/qwen3.8-flash,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,2618,gateway
alibaba/qwen3.8-flash,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,2245,gateway
alibaba/qwen3.8-flash,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-eats-18-jun-26,1,1,1,5006,gateway
alibaba/qwen3.8-flash,woolworths-01-jun-25,woolworths-01-jun-25,woolworths-01-jan-70,0,1,1,23880,gateway
alibaba/qwen3.8-flash,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-18-jun-26,0,1,1,25979,gateway
alibaba/qwen3.8-flash-next,github-21-jul-26,github-21-jul-26,---,0,0,0,452,gateway
alibaba/qwen3.8-flash-next,google-30-jun-26,google-30-jun-26,---,0,0,0,354,gateway
alibaba/qwen3.8-flash-next,huggingface-01-aug-26,huggingface-01-aug-26,---,0,0,0,348,gateway
alibaba/qwen3.8-flash-next,inngest-01-sep-26,inngest-01-sep-26,---,0,0,0,293,gateway
alibaba/qwen3.8-flash-next,linear-27-aug-26,linear-27-aug-26,---,0,0,0,301,gateway
alibaba/qwen3.8-flash-next,neon-01-sep-26,neon-01-sep-26,---,0,0,0,287,gateway
alibaba/qwen3.8-flash-next,vercel-04-aug-26,vercel-04-aug-26,---,0,0,0,301,gateway
alibaba/qwen3.8-flash-next,uber-eats-18-jun-26,uber-eats-18-jun-26,---,0,0,0,271,gateway
alibaba/qwen3.8-flash-next,woolworths-01-jun-25,woolworths-01-jun-25,---,0,0,0,293,gateway
alibaba/qwen3.8-flash-next,comfort-suites-03-aug-26,comfort-suites-03-aug-26,---,0,0,0,486,gateway
alibaba/qwen3.5-plus,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,16858,gateway
alibaba/qwen3.5-plus,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,118582,gateway
alibaba/qwen3.5-plus,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,18499,gateway
alibaba/qwen3.5-plus,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,17805,gateway
alibaba/qwen3.5-plus,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,115181,gateway
alibaba/qwen3.5-plus,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,21454,gateway
alibaba/qwen3.5-plus,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,18886,gateway
alibaba/qwen3.5-plus,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-eats-18-jun-26,1,1,1,73181,gateway
alibaba/qwen3.5-plus,woolworths-01-jun-25,woolworths-01-jun-25,---,0,0,0,119534,gateway
alibaba/qwen3.5-plus,comfort-suites-03-aug-26,comfort-suites-03-aug-26,---,0,0,0,120053,gateway
zai/glm-4.7-flash,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,794,gateway
zai/glm-4.7-flash,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,664,gateway
zai/glm-4.7-flash,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,736,gateway
zai/glm-4.7-flash,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,670,gateway
zai/glm-4.7-flash,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,618,gateway
zai/glm-4.7-flash,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,733,gateway
zai/glm-4.7-flash,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,595,gateway
zai/glm-4.7-flash,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-eats-18-jun-26,1,1,1,783,gateway
zai/glm-4.7-flash,woolworths-01-jun-25,woolworths-01-jun-25,woolworths-01-jan-24,0,1,1,897,gateway
zai/glm-4.7-flash,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-18-jun-26,0,1,1,867,gateway
zai/glm-5.3-flash,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,1559,gateway
zai/glm-5.3-flash,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,828,gateway
zai/glm-5.3-flash,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,1277,gateway
zai/glm-5.3-flash,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,893,gateway
zai/glm-5.3-flash,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,840,gateway
zai/glm-5.3-flash,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,1361,gateway
zai/glm-5.3-flash,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,1134,gateway
zai/glm-5.3-flash,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-eats-18-jun-26,1,1,1,794,gateway
zai/glm-5.3-flash,woolworths-01-jun-25,woolworths-01-jun-25,prezzee---,0,0,0,2324,gateway
zai/glm-5.3-flash,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-03-aug-26,1,1,1,3188,gateway
zai/glm-4.5-air,github-21-jul-26,github-21-jul-26,---,0,0,0,349,gateway
zai/glm-4.5-air,google-30-jun-26,google-30-jun-26,---,0,0,0,484,gateway
zai/glm-4.5-air,huggingface-01-aug-26,huggingface-01-aug-26,---,0,0,0,297,gateway
zai/glm-4.5-air,inngest-01-sep-26,inngest-01-sep-26,---,0,0,0,276,gateway
zai/glm-4.5-air,linear-27-aug-26,linear-27-aug-26,---,0,0,0,276,gateway
zai/glm-4.5-air,neon-01-sep-26,neon-01-sep-26,---,0,0,0,280,gateway
zai/glm-4.5-air,vercel-04-aug-26,vercel-04-aug-26,---,0,0,0,281,gateway
zai/glm-4.5-air,uber-eats-18-jun-26,uber-eats-18-jun-26,---,0,0,0,304,gateway
zai/glm-4.5-air,woolworths-01-jun-25,woolworths-01-jun-25,---,0,0,0,460,gateway
zai/glm-4.5-air,comfort-suites-03-aug-26,comfort-suites-03-aug-26,---,0,0,0,512,gateway
deepseek/deepseek-v4-flash,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,2517,gateway
deepseek/deepseek-v4-flash,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,4175,gateway
deepseek/deepseek-v4-flash,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,2293,gateway
deepseek/deepseek-v4-flash,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,3285,gateway
deepseek/deepseek-v4-flash,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,3999,gateway
deepseek/deepseek-v4-flash,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,2787,gateway
deepseek/deepseek-v4-flash,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,2684,gateway
deepseek/deepseek-v4-flash,uber-eats-18-jun-26,uber-eats-18-jun-26,bossabowls-18-jun-26,0,1,0,6424,gateway
deepseek/deepseek-v4-flash,woolworths-01-jun-25,woolworths-01-jun-25,woolworths---,0,0,0,105273,gateway
deepseek/deepseek-v4-flash,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-03-aug-26,1,1,1,32600,gateway
google/gemini-3-flash,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,2585,gateway
google/gemini-3-flash,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,3080,gateway
google/gemini-3-flash,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,2269,gateway
google/gemini-3-flash,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,2346,gateway
google/gemini-3-flash,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,2423,gateway
google/gemini-3-flash,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,2144,gateway
google/gemini-3-flash,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,2446,gateway
google/gemini-3-flash,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-eats-18-jun-26,1,1,1,4770,gateway
google/gemini-3-flash,woolworths-01-jun-25,woolworths-01-jun-25,---,0,0,0,120039,gateway
google/gemini-3-flash,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-18-jun-26,0,1,1,15897,gateway
google/gemini-3.1-flash-lite,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,1072,gateway
google/gemini-3.1-flash-lite,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,1234,gateway
google/gemini-3.1-flash-lite,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,1006,gateway
google/gemini-3.1-flash-lite,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,1304,gateway
google/gemini-3.1-flash-lite,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,1107,gateway
google/gemini-3.1-flash-lite,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,933,gateway
google/gemini-3.1-flash-lite,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,1190,gateway
google/gemini-3.1-flash-lite,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-18-jun-26,0,1,0,1020,gateway
google/gemini-3.1-flash-lite,woolworths-01-jun-25,woolworths-01-jun-25,prezzee---,0,0,0,1259,gateway
google/gemini-3.1-flash-lite,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-18-jun-26,0,1,1,1337,gateway
google/gemini-3.5-flash-lite,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,958,gateway
google/gemini-3.5-flash-lite,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,924,gateway
google/gemini-3.5-flash-lite,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,980,gateway
google/gemini-3.5-flash-lite,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,858,gateway
google/gemini-3.5-flash-lite,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,1022,gateway
google/gemini-3.5-flash-lite,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,870,gateway
google/gemini-3.5-flash-lite,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,952,gateway
google/gemini-3.5-flash-lite,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-18-jun-26,0,1,0,896,gateway
google/gemini-3.5-flash-lite,woolworths-01-jun-25,woolworths-01-jun-25,prezzee---,0,0,0,1249,gateway
google/gemini-3.5-flash-lite,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-03-aug-26,1,1,1,952,gateway
google/gemini-3.5-flash,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,2649,gateway
google/gemini-3.5-flash,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,2715,gateway
google/gemini-3.5-flash,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,2677,gateway
google/gemini-3.5-flash,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,2342,gateway
google/gemini-3.5-flash,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,2130,gateway
google/gemini-3.5-flash,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,2741,gateway
google/gemini-3.5-flash,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,2175,gateway
google/gemini-3.5-flash,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-18-jun-26,0,1,0,3452,gateway
google/gemini-3.5-flash,woolworths-01-jun-25,woolworths-01-jun-25,prezzee---,0,0,0,6494,gateway
google/gemini-3.5-flash,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-03-aug-26,1,1,1,4038,gateway
meta/llama-4-maverick,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,623,gateway
meta/llama-4-maverick,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,544,gateway
meta/llama-4-maverick,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,631,gateway
meta/llama-4-maverick,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,544,gateway
meta/llama-4-maverick,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,592,gateway
meta/llama-4-maverick,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,562,gateway
meta/llama-4-maverick,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,696,gateway
meta/llama-4-maverick,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-eats-18-jun-26,1,1,1,594,gateway
meta/llama-4-maverick,woolworths-01-jun-25,woolworths-01-jun-25,prezzee-01-jan-24,0,1,0,601,gateway
meta/llama-4-maverick,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-25-may-26,0,1,1,843,gateway
amazon/nova-2-lite,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,759,gateway
amazon/nova-2-lite,google-30-jun-26,google-30-jun-26,google-cloud-01-jun-26,0,1,0,883,gateway
amazon/nova-2-lite,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,787,gateway
amazon/nova-2-lite,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,735,gateway
amazon/nova-2-lite,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,1240,gateway
amazon/nova-2-lite,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,823,gateway
amazon/nova-2-lite,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,713,gateway
amazon/nova-2-lite,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-eats-18-jun-26,1,1,1,712,gateway
amazon/nova-2-lite,woolworths-01-jun-25,woolworths-01-jun-25,woolworths-01-jan-24,0,1,1,905,gateway
amazon/nova-2-lite,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-03-aug-26,1,1,1,1011,gateway
stepfun/step-3.5-flash,github-21-jul-26,github-21-jul-26,---,0,0,0,671,gateway
stepfun/step-3.5-flash,google-30-jun-26,google-30-jun-26,---,0,0,0,388,gateway
stepfun/step-3.5-flash,huggingface-01-aug-26,huggingface-01-aug-26,---,0,0,0,454,gateway
stepfun/step-3.5-flash,inngest-01-sep-26,inngest-01-sep-26,---,0,0,0,470,gateway
stepfun/step-3.5-flash,linear-27-aug-26,linear-27-aug-26,---,0,0,0,478,gateway
stepfun/step-3.5-flash,neon-01-sep-26,neon-01-sep-26,---,0,0,0,685,gateway
stepfun/step-3.5-flash,vercel-04-aug-26,vercel-04-aug-26,---,0,0,0,462,gateway
stepfun/step-3.5-flash,uber-eats-18-jun-26,uber-eats-18-jun-26,---,0,0,0,344,gateway
stepfun/step-3.5-flash,woolworths-01-jun-25,woolworths-01-jun-25,---,0,0,0,342,gateway
stepfun/step-3.5-flash,comfort-suites-03-aug-26,comfort-suites-03-aug-26,---,0,0,0,640,gateway
openai/gpt-4.1-mini,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,1010,gateway
openai/gpt-4.1-mini,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,1250,gateway
openai/gpt-4.1-mini,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,1347,gateway
openai/gpt-4.1-mini,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,1447,gateway
openai/gpt-4.1-mini,linear-27-aug-26,linear-27-aug-26,linear-orbit-27-aug-26,0,1,0,1490,gateway
openai/gpt-4.1-mini,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,2798,gateway
openai/gpt-4.1-mini,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,1103,gateway
openai/gpt-4.1-mini,uber-eats-18-jun-26,uber-eats-18-jun-26,bossabowls-18-jun-26,0,1,0,1542,gateway
openai/gpt-4.1-mini,woolworths-01-jun-25,woolworths-01-jun-25,woolworths---,0,0,0,2194,gateway
openai/gpt-4.1-mini,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-17-jun-26,0,1,1,2705,gateway
openai/gpt-5-mini,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,3019,gateway
openai/gpt-5-mini,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,3681,gateway
openai/gpt-5-mini,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,3317,gateway
openai/gpt-5-mini,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,4051,gateway
openai/gpt-5-mini,linear-27-aug-26,linear-27-aug-26,linear-orbit-27-aug-26,0,1,0,3234,gateway
openai/gpt-5-mini,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,2956,gateway
openai/gpt-5-mini,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,2426,gateway
openai/gpt-5-mini,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-eats-18-jun-26,1,1,1,3612,gateway
openai/gpt-5-mini,woolworths-01-jun-25,woolworths-01-jun-25,woolworths---,0,0,0,5604,gateway
openai/gpt-5-mini,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-17-jun-26,0,1,1,5812,gateway
moonshotai/kimi-k3,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,1568,gateway
moonshotai/kimi-k3,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,1571,gateway
moonshotai/kimi-k3,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,2231,gateway
moonshotai/kimi-k3,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,1629,gateway
moonshotai/kimi-k3,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,1919,gateway
moonshotai/kimi-k3,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,1571,gateway
moonshotai/kimi-k3,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,1959,gateway
moonshotai/kimi-k3,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-eats-18-jun-26,1,1,1,2271,gateway
moonshotai/kimi-k3,woolworths-01-jun-25,woolworths-01-jun-25,prezzee---,0,0,0,6900,gateway
moonshotai/kimi-k3,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-17-jun-26,0,1,1,6640,gateway
zai/glm-5.3-fast,github-21-jul-26,github-21-jul-26,github-21-jul-26,1,1,1,1208,gateway
zai/glm-5.3-fast,google-30-jun-26,google-30-jun-26,google-cloud-30-jun-26,0,1,0,1517,gateway
zai/glm-5.3-fast,huggingface-01-aug-26,huggingface-01-aug-26,huggingface-01-aug-26,1,1,1,1233,gateway
zai/glm-5.3-fast,inngest-01-sep-26,inngest-01-sep-26,inngest-01-sep-26,1,1,1,1634,gateway
zai/glm-5.3-fast,linear-27-aug-26,linear-27-aug-26,linear-27-aug-26,1,1,1,1270,gateway
zai/glm-5.3-fast,neon-01-sep-26,neon-01-sep-26,neon-01-sep-26,1,1,1,1377,gateway
zai/glm-5.3-fast,vercel-04-aug-26,vercel-04-aug-26,vercel-04-aug-26,1,1,1,1469,gateway
zai/glm-5.3-fast,uber-eats-18-jun-26,uber-eats-18-jun-26,uber-eats-18-jun-26,1,1,1,2932,gateway
zai/glm-5.3-fast,woolworths-01-jun-25,woolworths-01-jun-25,prezzee---,0,0,0,1453,gateway
zai/glm-5.3-fast,comfort-suites-03-aug-26,comfort-suites-03-aug-26,comfort-suites-03-aug-26,1,1,1,1668,gateway
amazon/nova-2-lite,TOTAL,,,8,10,9,856,gateway
meta/llama-4-scout,TOTAL,,,8,9,8,743,gateway
zai/glm-5.3-flash,TOTAL,,,8,9,8,1419,gateway
zai/glm-5.3-fast,TOTAL,,,8,9,8,1576,gateway
moonshotai/kimi-k2.5,TOTAL,,,8,9,8,2183,gateway
zai/glm-4.7-flash,TOTAL,,,7,10,9,735,gateway
alibaba/qwen3.8-flash,TOTAL,,,7,10,9,10276,gateway
meta/llama-4-maverick,TOTAL,,,7,10,8,623,gateway
moonshotai/kimi-k3,TOTAL,,,7,9,8,2825,gateway
google/gemini-3-flash,TOTAL,,,7,9,8,15799,gateway
google/gemini-3.5-flash-lite,TOTAL,,,7,9,7,966,gateway
moonshotai/kimi-k3-fast,TOTAL,,,7,9,7,1841,gateway
google/gemini-3.5-flash,TOTAL,,,7,9,7,3141,gateway
deepseek/deepseek-v4-flash,TOTAL,,,7,9,7,16603,gateway
alibaba/qwen3.5-plus,TOTAL,,,7,8,7,64003,gateway
google/gemini-3.1-flash-lite,TOTAL,,,6,9,7,1146,gateway
openai/gpt-5-mini,TOTAL,,,6,9,7,3771,gateway
